angle,peak_position,std,temp,humid
-2.74969,4289.9453699999995,3.619848926143294,22.81,49.1
-2.99969,4291.47686,2.4842655945771557,22.81,49.0
-3.24968,4295.08517,3.213003257094665,22.81,48.9
-3.49968,4303.048629999999,4.285968122618253,22.81,48.9
-3.74968,4303.09292,1.5432574735280276,22.81,49.1
-3.99968,4309.652620000001,4.5644134540594985,22.87,48.9
-4.24968,4313.524530000001,3.5762216103172193,22.81,49.0
-4.49968,4317.75813,4.183589360118933,22.87,49.0
-4.74968,4321.35363,4.31622302413823,22.87,49.0
-4.99968,4326.12943,1.9203097432707206,22.81,49.0
-5.24967,4330.45915,1.7447674448188835,22.81,49.0
-5.49967,4336.93278,2.6197879428686033,22.87,49.0
-5.74967,4336.5868199999995,3.165695253115923,22.81,48.9
-5.99967,4342.93014,2.23930659990992,22.81,49.1
-6.24967,4348.25333,3.0868784099961513,22.87,49.0
-6.49967,4344.55681,3.9055727319945577,22.87,48.9
-6.74967,4356.1410399999995,3.267633422279666,22.81,48.9
-6.99967,4358.683799999999,3.5257047199104745,22.81,49.0
-7.24966,4363.098970000001,2.739046058411578,22.87,49.0
-7.49966,4366.6333399999985,2.890903050328823,22.81,48.9
-7.74966,4371.04804,3.353053968906602,22.87,49.0
-7.99966,4377.31938,3.6833857025296073,22.87,49.0
-8.24966,4384.051430000001,2.5972362099162707,22.87,49.0
-8.49966,4386.76475,3.7969436256679026,22.87,49.0
-8.74966,4388.856569999999,3.634292580420639,22.87,49.0
-8.99966,4389.48648,3.228917779938081,22.87,48.9
-9.24965,4395.9899399999995,4.352133293500921,22.87,49.0
-9.49965,4398.5409500000005,3.9255116574150013,22.87,49.0
-9.74965,4403.36562,2.717913158583154,22.87,49.0
-9.99965,4409.789180000001,5.229380556968459,22.87,49.1
-10.24965,4416.198880000001,3.14337224865268,22.81,49.0
-10.49965,4425.090770000001,3.2828356361687656,22.87,49.0
-10.74965,4427.5335700000005,4.317127416708912,22.87,49.0
-10.99965,4426.70819,3.3036761997659485,22.87,49.0
-11.24964,4432.83093,3.014940943716797,22.87,49.1
-11.49964,4435.98043,3.0167372845675926,22.87,49.0
-11.74964,4439.016,2.1772117007768887,22.87,48.9
-11.99964,4444.40883,3.3320809582150726,22.87,49.1
-12.24964,4447.78091,4.566733047475124,22.87,49.0
-12.49964,4455.97182,3.7634089019927837,22.87,49.0
-12.74964,4460.0087300000005,3.0848829248612293,22.87,49.0
-12.99964,4461.8792300000005,3.645057923558994,22.87,48.9
-13.24963,4469.7309399999995,3.0338729637873194,22.87,49.0
-13.49963,4469.437109999999,3.576066899947495,22.87,49.0
-13.74963,4482.16353,3.0880994899937666,22.87,49.0
-13.99963,4484.331700000001,3.9875365227168085,22.87,48.9
-14.24963,4492.68862,6.27022774718758,22.87,49.0
-14.49963,4494.52302,3.7013005181421437,22.87,49.1
-14.74963,4494.64852,3.6370868190901073,22.87,49.0
-14.99963,4502.7633399999995,2.407118345740289,22.87,49.0
-15.24962,4505.26093,3.8993852525878974,22.87,49.1
-15.49962,4507.8636,2.9718978266420875,22.87,48.8
-15.74962,4511.01313,4.806562844497218,22.87,49.0
-15.99962,4522.4763299999995,1.2796290541012556,22.87,49.0
-16.24962,4524.1676099999995,2.578130635344164,22.87,48.9
-16.49962,4533.605750000001,2.6682144315065126,22.87,49.0
-16.74962,4535.9690900000005,2.5724704913565315,22.87,49.0
-16.99962,4537.67669,2.4986896371698375,22.87,49.0
-17.24961,4543.61221,4.663566686014029,22.87,48.9
-17.49961,4549.814230000001,3.8804549872532395,22.87,49.0
-17.74961,4554.04381,3.5313116802260276,22.87,49.0
-17.99961,4559.912829999999,2.9419486147958427,22.87,49.0
