angle,peak_position,std
49.99999,4799.40732,6.581444305591189
49.75,4693.85928,5.305922009943209
49.5,4589.8590300000005,5.21319650484224
49.25,4498.48779,4.708578930303684
49.0,4425.59905,3.9709547673702446
48.75,4340.403369999999,2.466295704513205
48.5,4277.201370000001,2.5765224722677327
48.25,4215.107730000001,4.72228963259338
48.0,4158.368339999999,3.8231887599750216
47.75,4119.92301,4.740065735082085
47.5,4072.5072699999996,4.000876811162752
47.25001,4045.5802000000003,2.6574476081382823
47.00001,4007.01391,3.20076042853883
46.75001,3981.74203,3.728781412217654
46.50001,3963.03762,2.221797373209343
46.25001,3933.68874,2.756308384125437
46.00001,3907.73118,4.305818039072241
45.75002,3884.33099,2.3724166608966697
45.50002,3865.6507599999995,2.8731377245791476
45.25002,3852.5877100000007,1.6782211424302726
45.00002,3835.4875399999996,2.719404017868684
44.75002,3821.18318,4.406730979490347
44.50002,3810.7261000000008,2.2111505557061863
44.25002,3794.4377200000004,3.55552498987138
44.00002,3789.94048,3.664823628716658
43.75002,3780.5905099999995,2.2199405958043577
43.50003,3776.0651000000007,1.6632593688297204
43.25003,3771.18554,3.0455667414128498
43.00003,3764.0287,2.6198387305328175
42.75003,3768.7660100000003,3.6879918065120756
42.50003,3764.8500400000003,3.0709074929734044
42.25003,3764.47528,1.824244857358737
42.00003,3766.45498,4.111114782586377
41.75003,3763.1931600000003,2.804402607044845
41.50003,3771.6107599999996,1.5970771278807954
41.25004,3772.71569,2.321869752354851
41.00004,3776.32378,2.697867495560131
40.75004,3781.9406499999996,2.7895968024966815
40.50004,3787.1916099999994,2.2773542155097193
40.25004,3794.8385799999996,2.315553114830214
40.00004,3802.9341999999997,2.6745347580467524
39.75004,3807.97595,2.906487932625855
39.50005,3815.9930699999995,1.6880364789008229
39.25005,3818.8573499999998,3.092815472752931
39.00005,3827.7681600000005,1.2285094580018425
38.75005,3837.80007,2.6822131164580694
38.50005,3846.5275200000005,3.908241228685894
38.25005,3858.9211999999998,2.621754145605497
38.00005,3860.3354100000006,1.6699426603629495
37.75005,3865.9214,2.5303237168394226
37.50005,3875.089139999999,3.3827266189274345
37.25006,3880.0346300000006,1.8981018028809113
37.00006,3888.50896,1.9918637685344307
36.75006,3882.5847799999997,3.418078068681271
36.50006,3883.8115,2.2819964180514805
36.25006,3882.6255100000003,1.7146779012105853
36.00006,3870.6947400000004,2.368927843645731
35.75006,3870.17872,2.751843958439591
35.50006,3857.93692,2.748700927638348
35.25006,3851.7903499999993,2.663054388573372
35.00007,3856.33334,2.8045781968773986
34.75007,3849.9338199999997,3.109817810354729
34.50007,3860.8542799999996,2.8785660738639343
34.25007,3866.45129,2.3334923490125217
34.00007,3871.66403,2.0948288756125146
33.75007,3885.97427,1.31582028943923
33.50008,3896.8494399999995,0.7981203345361091
33.25008,3912.6228600000004,1.1556414661996348
33.00008,3922.1367199999995,1.5345633475357168
32.75008,3931.74188,2.1096882299524515
32.50008,3943.5357299999996,1.5618623351948089
32.25008,3950.1210399999995,1.6067451927420944
32.00008,3962.4411999999998,1.3745278665782263
31.75008,3971.6065200000003,3.5368070404815715
31.50008,3976.7305399999996,1.9410886302279204
31.25009,3987.1362799999997,1.6184297839573
31.00009,3991.38666,1.1585363897607872
30.75009,3997.0667000000003,1.3786823078577626
30.50009,4006.02756,2.232488947430641
30.25009,4008.31577,0.8407239630818403
30.00009,4017.2602899999997,2.203315399778273
29.75009,4021.9374900000003,2.658503265542475
29.50009,4023.5459200000005,2.539084062334322
29.2501,4029.5464499999994,2.836698667200919
29.0001,4032.75547,2.7819446691298335
28.7501,4037.0381499999994,2.6089337156202053
28.5001,4043.3534499999996,2.2554957207895825
28.2501,4046.6380899999995,1.7307373483287025
28.0001,4051.99875,3.861883917015119
27.7501,4057.2777200000005,3.1630694013251808
27.5001,4055.5529799999995,2.527094179012616
27.2501,4067.44231,1.4143915493595636
27.00011,4070.0118400000006,1.6485924518813297
26.75011,4076.7864,2.2934578557278353
26.50011,4085.4973699999996,1.3582490324311216
26.25011,4091.66916,2.2809858794827216
26.00011,4094.5561399999997,2.205000205079332
25.75011,4104.663439999999,2.042907914811625
25.50011,4107.389590000001,2.254728241030384
25.25011,4114.61138,1.391472579535873
25.00012,4125.16405,1.4191693558206406
24.75012,4125.852369999999,3.765043540266221
24.50012,4136.3480500000005,1.3559257813391026
24.25012,4144.070140000001,1.6892297589138536
24.00012,4147.6634300000005,2.3995723102461843
23.75012,4153.038780000001,2.0802902887817956
23.50012,4163.39359,2.6684842545721907
23.25013,4167.102580000001,1.275363786376145
23.00013,4172.44463,1.1119380540749009
22.75013,4180.19183,1.5497986250153297
22.50013,4183.1413,2.01853901126544
22.25013,4188.048970000001,1.2573094901813338
22.00013,4197.9307,1.1288070738617033
21.75013,4201.54634,1.6319427901738295
21.50013,4206.55317,3.644579979380457
21.25014,4214.35171,1.979240306001242
21.00014,4217.09448,3.414689042885205
20.75014,4221.8716,2.1543708979653573
20.50014,4225.05953,2.8571737378219813
20.25014,4231.631689999999,1.9551892043738475
20.00014,4231.66445,1.9426408202495515
19.75014,4235.971350000001,2.0672042493426814
19.50014,4242.70211,4.195614113917104
19.25014,4240.81336,1.8847778193729192
19.00015,4242.89579,1.5992865587192524
18.75015,4248.71075,2.648663687314685
18.50015,4245.28085,1.7530486292457896
18.25015,4243.736319999999,2.119281264391307
18.00015,4249.896790000001,2.2094899653313282
17.75015,4250.1835200000005,3.004334398098758
17.50015,4248.82812,1.4772962226986124
17.25015,4248.695360000001,4.589156297883063
17.00016,4251.51391,3.073862676649795
16.75016,4257.18338,2.4365595838393372
16.50016,4259.535379999999,1.8226603319324415
16.25016,4260.79905,3.160427230059427
16.00016,4267.34451,2.5690884696522622
15.75016,4270.02912,2.49307822572821
15.50016,4271.64466,1.4610051151175227
15.25016,4276.198270000001,1.9086092895351192
15.00017,4281.555259999999,3.7826079369135774
14.75017,4284.36834,1.3059047095404914
14.50017,4284.43427,1.3038852787342947
14.25017,4292.1960899999995,2.142036758531433
14.00017,4291.4482100000005,1.4101167777528454
13.75017,4295.6396,2.478474282698959
13.50017,4301.520299999999,2.207295146553849
13.25017,4306.351769999999,1.5825598535599876
13.00018,4307.0732100000005,1.9114691383592712
12.75018,4313.380859999999,3.0272042862021573
12.50018,4321.01063,2.1106045371171893
12.25018,4323.66031,2.9776559208377074
12.00018,4326.73212,1.9264890374980161
11.75018,4333.54841,2.1491772074216007
11.50018,4336.311350000001,1.5651625259060418
11.25018,4340.55133,2.416834381189514
11.00019,4347.423540000001,2.056963355628782
10.75019,4347.00404,1.6003181341221708
10.50019,4351.04792,2.1780131688306126
10.25019,4359.96127,1.2457414130149866
10.00019,4361.815479999999,2.2242731315196234
9.75019,4361.85269,1.6892620326345114
9.50019,4368.238240000001,2.777745354131617
9.25019,4372.60718,3.0872785247852588
9.0002,4369.27944,2.348061638969532
8.7502,4374.42985,2.7885328820905233
8.5002,4377.97766,2.856348880371794
8.2502,4378.575709999999,2.3925353407840966
8.0002,4382.09361,2.772380729066675
7.7502,4384.89924,2.029476930245871
7.5002,4385.80921,2.530650460435024
7.2502,4387.74601,1.6816622921681115
7.00021,4391.24835,2.3334126112841456
6.75021,4396.26614,1.4645607547657833
6.50021,4398.62164,3.0031286000437762
6.25021,4396.9523,1.5602972665488763
6.00021,4401.6681100000005,2.679482157600754
5.75021,4404.32538,1.9630948977570806
5.50021,4407.11566,1.1909252656652383
5.25021,4414.14201,2.2037414174308565
5.00022,4419.99597,1.6830490183294327
4.75022,4417.855740000001,2.3769759839764064
4.50022,4424.205899999999,2.8717507604246384
4.25022,4431.86156,1.9484816515430674
4.00022,4432.2198499999995,1.907294752391429
3.75022,4434.5477200000005,1.3207516229782446
3.50022,4442.74706,2.161254171632777
3.25022,4448.2743,3.243001370952467
3.00023,4453.79553,2.210681678600608
2.75023,4458.13265,2.295911813746408
2.50023,4466.248060000001,2.8903862375814238
2.25023,4466.06603,1.3441804812227052
2.00023,4469.4841400000005,2.0233886276245014
1.75023,4478.55908,1.8910687812980322
1.50023,4480.81442,1.9375126863068357
1.25023,4482.9357,2.4046138692106713
1.00024,4487.755880000001,2.6540001996229887
0.75024,4491.58163,2.3222514136286256
0.50024,4489.6811099999995,1.3187016838162648
0.25024,4492.886759999999,1.439230985769964
0.00024,4499.77094,1.5748298182343277
-0.24976,4497.945180000001,1.3828978890720993
-0.49976,4504.198449999999,1.6828885127956914
-0.74976,4506.238810000001,1.604309521538733
-0.99976,4504.90708,2.3536467474114664
-1.24975,4505.57043,1.5852369255413827
-1.49975,4509.874730000001,1.2700462236075307
-1.74975,4506.218860000001,2.297563586149506
-1.99975,4504.32184,2.4064834124506294
-2.24975,4504.10573,1.3581836776003677
-2.49975,4503.54676,2.0970173366950577
-2.74975,4502.53057,1.696886411667016
-2.99975,4503.997700000001,2.9804979107526313
-3.24974,4508.0438699999995,1.664316080586998
-3.49974,4502.74638,1.485550299922435
-3.74974,4509.929910000001,1.7644713868180786
-3.99974,4513.48651,1.1440392820616927
-4.24974,4515.68628,1.9499749315313406
-4.49974,4516.278740000001,2.337265898523292
-4.74974,4523.970609999999,1.5894287014208521
-4.99974,4528.58614,1.8739528869211566
-5.24973,4528.20638,3.2470362639797377
-5.49973,4537.59594,2.4538330477846664
-5.74973,4543.937169999999,1.1663461081943658
-5.99973,4550.12037,1.0610940326380505
-6.24973,4552.738340000001,1.6917270011439152
-6.49973,4560.89858,2.4996151582992208
-6.74973,4562.88987,2.0799274381815427
-6.99973,4566.3347699999995,2.1537205338900365
-7.24972,4574.17202,1.6080342737642686
-7.49972,4577.9585799999995,2.463024205240324
-7.74972,4578.57515,2.0423352282375533
-7.99972,4586.7123599999995,2.2460035174504944
-8.24972,4594.23678,2.934109935500036
-8.49972,4596.3144,1.2542916303636016
-8.74972,4605.68133,2.03252481217313
-8.99972,4613.79213,2.8567289885635323
-9.24971,4615.95043,1.04874615236473
-9.49971,4621.97442,1.7954633361894177
-9.74971,4629.5814,2.704994214781284
-9.99971,4631.5643199999995,2.917602167465584
-10.24971,4635.341020000001,3.1829272463567806
-10.49971,4638.8441299999995,2.1315565289476157
-10.74971,4641.535239999999,1.5896800314528134
-10.99971,4645.91436,2.012355518391388
-11.2497,4650.4066299999995,2.2122475377090023
-11.4997,4650.28162,1.603927313689811
-11.7497,4657.07787,1.7826375403037262
-11.9997,4663.5348300000005,1.3248421959235699
-12.2497,4661.58491,3.134591360432723
-12.4997,4656.91101,2.7359186751252667
-12.7497,4663.81735,1.8607226441626934
-12.9997,4661.20868,2.1155611415414333
-13.24969,4661.733009999999,1.9879715920756245
-13.49969,4661.6762499999995,2.3774335911860334
-13.74969,4657.9566,2.313337399083989
-13.99969,4654.134590000001,2.5981686786850027
-14.24969,4657.255450000001,3.0836252594147338
-14.49969,4658.076579999999,1.4391345307510506
-14.74969,4655.0806600000005,2.247444980505644
-14.99969,4658.32768,2.6000627441659914
-15.24968,4661.86197,1.7635232377544758
-15.49968,4661.53545,2.228360410369025
-15.74968,4661.595,1.936693565848751
-15.99968,4669.38307,2.343510674628992
-16.24968,4673.07538,2.2990620316991066
-16.49968,4677.806189999999,1.5800654476636453
-16.74968,4682.24611,2.928786466593194
-16.99968,4690.260619999999,2.7443038089104155
-17.24968,4697.6186099999995,2.6122516587993667
-17.49967,4699.353080000001,2.038860778866423
-17.74967,4706.47389,2.530385312734018
-17.99967,4717.45607,2.7302764915114146
-18.24967,4721.77684,3.161794593012116
-18.49967,4724.070659999999,1.6877850403413805
-18.74967,4734.427320000001,2.756496209611122
-18.99967,4739.8652,2.2640970787489163
-19.24966,4745.98655,2.25082320063131
-19.49966,4749.62369,2.364129030086854
-19.74966,4759.352410000001,2.7893195956899928
-19.99966,4764.70962,2.0322705719465217
-20.24966,4767.76392,2.353034405953085
-20.49966,4775.91993,1.907868984521574
-20.74966,4783.95206,2.4662358695794286
-20.99966,4793.267779999999,2.0072641554115074
-21.24965,4797.816070000001,2.5873834644484153
-21.49965,4801.60184,3.3079069945207378
-21.74965,4808.04355,2.461376267964876
-21.99965,4816.9726200000005,2.215370124290824
-22.24965,4824.2559,1.255193271970455
-22.49965,4825.79592,3.662567787167955
-22.74965,4833.00465,2.9756787182926927
