angle,peak_position,peak_std,gauss_center,gauss_std,centroid,centroid_std,temp,humid
49.99999,871.4026,48.93578049116005,3476.9381249999997,2.205052319532339,918.2655889999999,2.2129933824322583,25.12,44.9
49.0,900.8094595,15.0408765907757,3499.457824999999,1.2708646721327117,896.3090465000001,1.307390286021278,25.12,44.6
48.0,869.8405660000001,5.45994460911317,3521.3705050000003,1.6483215782956022,875.0435695,1.9516522417312765,25.12,44.7
47.00001,830.3401185,6.543911866967102,3543.4877,1.4820452830464201,853.1186449999999,1.7016982419556586,25.12,44.7
46.00001,781.3794189999999,6.677325285008137,3566.2749599999997,1.9908241824430288,830.3142595000002,1.7667088422727586,25.12,44.7
45.00002,754.6156475,12.285195405469906,3587.6981650000002,2.4268380906593414,808.9306245,2.395886319061237,25.12,44.6
44.00002,774.990055,7.769811652996803,3609.357395,1.1438731369671165,787.9530915000001,1.1364977300737344,25.18,44.6
43.00003,735.3196449999999,6.278454691170039,3627.8936749999993,1.8815621908071516,769.6113755000001,2.0550272755622343,25.18,44.6
42.00003,701.6988650000001,9.128326664391732,3652.5888649999993,2.2488239911729306,745.6795960000001,2.184978299842822,25.18,44.5
41.00004,687.8549235,12.043727158979168,3670.5692650000005,1.6103827297493458,727.7326194999999,1.5998091942274875,25.18,44.5
40.00004,665.6205070000001,12.97796546960427,3692.4341849999996,2.0912589854618724,705.9717845,2.2346891863354723,25.18,44.5
39.00005,637.1638145,21.23821799931916,3713.6467300000004,2.8865688429517937,685.2980275000001,2.732751113809818,25.18,44.5
38.00005,634.176544,10.900860332789057,3728.71569,2.7213597999713475,669.949655,2.7621511407569717,25.25,44.3
37.00006,603.2218610000001,8.922557039625417,3750.2355099999995,2.2623024125656075,648.6438430000001,2.299509366393419,25.25,44.4
36.00006,588.067408,14.638892339381634,3767.5491799999995,2.2271179314531224,631.5245775000001,2.518151012572273,25.25,44.4
35.00007,577.1565959999999,13.459632037201617,3783.466030000001,1.9922007404124553,615.4678479999999,1.9851008704788877,25.25,44.4
34.00007,552.1766925,17.628215601365863,3804.3944600000004,2.288485545595636,594.9380924999999,2.5404288254798026,25.25,44.3
33.00008,531.1472379999999,19.234616622240384,3819.9483999999998,2.2854750374922026,579.6127125,2.2093178307384354,25.25,44.3
32.00008,519.4181014999999,16.540977417407134,3835.8985850000004,1.9806816287013027,563.609172,1.8730596894108777,25.25,44.3
31.00009,499.538977,13.909695021131517,3853.457775,2.0440259259302764,545.7543149999999,2.2141848021958332,25.25,44.3
30.00009,486.36878750000017,16.846089918363813,3872.78652,2.80617847892825,526.8425135,2.773687833854538,25.31,44.2
29.0001,469.0134900000001,13.867757450003229,3885.19498,2.2837302387979395,514.5317779999999,2.3691613081501983,25.25,44.3
28.0001,454.11858200000006,15.332828812563777,3905.8609750000005,2.063389189870587,493.99046749999997,2.0608718721038337,25.25,44.3
27.00011,443.9645264999999,15.839102678760966,3916.62845,2.7693584212774027,483.34697450000004,2.7213905111146377,25.31,44.2
26.00011,423.729845,11.724544068319464,3935.0241850000007,2.11739447984431,465.27895500000005,2.2327341932762725,25.31,44.2
25.00012,408.23891499999996,7.832357447101423,3948.7402300000003,2.3493679705614294,451.260804,2.408969541601554,25.31,44.2
24.00012,393.657848,20.909285044339892,3962.358195,1.9110059250234757,437.641443,1.8810108060324924,25.31,44.3
23.00013,376.790604,12.940366598729488,3979.6474899999994,1.358905877866424,420.88074500000005,1.3684649537109148,25.31,44.2
22.00013,371.3140485,13.543272940292631,3994.421675,1.6378942834856298,405.96705299999996,1.79113710450401,25.31,44.3
21.00014,353.4289185,10.67365812205323,4008.468825,1.8844906863327762,391.8942149999999,1.8581662434225323,25.31,44.2
20.00014,342.592382,12.63856866386008,4021.1144849999996,2.3069534846361472,379.2250975,2.1255409926507554,25.31,44.2
19.00015,313.484669,15.865638144425485,4036.3523450000007,1.1426760719797868,364.0954835,1.2603300565378783,25.31,44.1
18.00015,311.8291625,13.938414168853589,4046.314055,1.6911390757341562,354.2840555,1.6852092221871804,25.31,44.1
17.00016,297.847047,16.88489265737425,4064.1392550000005,1.4237418134883288,336.63062899999994,1.470135986226784,25.31,44.2
16.00016,285.0008915,16.20953061862844,4075.3572999999997,1.636706261673112,325.50469999999996,1.7754794449471885,25.31,44.0
15.00017,268.41016850000005,12.871248934097373,4089.330955,1.8555758514474874,311.806104,1.7318208851015717,25.37,44.2
14.00017,255.55955799999998,9.027271445894161,4102.34696,1.287877925659181,298.74396149999995,1.4211673648985712,25.31,44.3
13.00018,246.16407399999994,14.262819974906929,4115.585214999999,1.356310363550706,285.794275,1.667962773770744,25.37,44.3
12.00018,235.64166150000005,15.948714290686965,4128.413175,2.258277052063129,272.822765,2.2792578228987175,25.37,44.2
11.00019,215.46443950000003,11.206697216031348,4144.323559999999,1.6901509487025734,256.91719950000004,1.8858544830698734,25.37,44.2
10.00019,203.4888315,11.829494788964265,4154.8195350000005,2.0438270773906706,246.64512800000003,2.0972619853838004,25.37,44.2
9.0002,189.33673149999998,10.214006392569607,4165.570825000001,1.6270415043492101,235.86583349999995,1.774778563582721,25.37,44.2
8.0002,178.235436,15.337659184020684,4181.9851100000005,2.6398868197140177,219.4562375,2.556630028910859,25.37,44.2
7.00021,171.0153675,22.445524114892454,4192.50208,2.0407270975317338,208.8904915,1.9920893686410612,25.37,44.3
6.00021,148.6500365,11.970855691433373,4207.381434999999,2.4318920083496764,194.39434999999997,2.530040063659075,25.37,44.2
5.00022,143.192174,12.366204184743353,4218.533455,2.0136122736204674,183.25416349999998,2.018635382371654,25.37,44.1
